head,relation,tail
user_143,rated,movie_682
user_75,rated,movie_237
user_199,rated,movie_221
user_223,rated,movie_1150
user_297,rated,movie_25
user_276,rated,movie_78
user_299,rated,movie_847
user_293,rated,movie_325
user_301,rated,movie_138
user_1,rated,movie_47
user_164,rated,movie_281
user_96,rated,movie_673
user_291,rated,movie_1016
user_7,rated,movie_451
user_233,rated,movie_177
user_6,rated,movie_517
user_202,rated,movie_283
user_214,rated,movie_117
user_184,rated,movie_602
user_277,rated,movie_257
user_194,rated,movie_212
user_95,rated,movie_68
user_25,rated,movie_257
user_6,rated,movie_23
user_38,rated,movie_573
user_313,rated,movie_436
user_22,rated,movie_241
user_262,rated,movie_617
user_130,rated,movie_569
user_66,rated,movie_181
user_21,rated,movie_948
user_181,rated,movie_1332
user_262,rated,movie_174
user_206,rated,movie_302
user_222,rated,movie_22
user_76,rated,movie_61
user_151,rated,movie_703
user_314,rated,movie_28
user_13,rated,movie_147
user_44,rated,movie_258
user_303,rated,movie_418
user_16,rated,movie_89
user_270,rated,movie_558
user_248,rated,movie_117
user_125,rated,movie_318
user_138,rated,movie_523
user_268,rated,movie_386
user_291,rated,movie_15
user_234,rated,movie_147
user_239,rated,movie_96
user_15,rated,movie_331
user_94,rated,movie_155
user_136,rated,movie_89
user_223,rated,movie_423
user_82,rated,movie_194
user_145,rated,movie_355
user_280,rated,movie_845
user_179,rated,movie_339
user_178,rated,movie_199
user_307,rated,movie_949
user_10,rated,movie_488
user_116,rated,movie_331
user_23,rated,movie_258
user_308,rated,movie_174
user_185,rated,movie_114
user_188,rated,movie_237
user_118,rated,movie_654
user_246,rated,movie_721
user_234,rated,movie_98
user_194,rated,movie_239
user_94,rated,movie_24
user_122,rated,movie_378
user_312,rated,movie_100
user_262,rated,movie_64
user_154,rated,movie_242
user_223,rated,movie_763
user_99,rated,movie_403
user_83,rated,movie_43
user_130,rated,movie_307
user_174,rated,movie_402
user_256,rated,movie_487
user_59,rated,movie_177
user_161,rated,movie_168
user_244,rated,movie_53
user_250,rated,movie_196
user_43,rated,movie_40
user_285,rated,movie_150
user_42,rated,movie_953
user_97,rated,movie_670
user_122,rated,movie_510
user_61,rated,movie_323
user_222,rated,movie_106
user_4,rated,movie_264
user_304,rated,movie_259
user_37,rated,movie_403
user_49,rated,movie_68
user_303,rated,movie_1098
user_165,rated,movie_372
user_176,rated,movie_324
user_3,rated,movie_335
user_56,rated,movie_869
user_44,rated,movie_15
user_190,rated,movie_117
user_29,rated,movie_189
user_94,rated,movie_174
user_130,rated,movie_949
user_117,rated,movie_181
user_303,rated,movie_779
user_19,rated,movie_435
user_194,rated,movie_191
user_158,rated,movie_24
user_56,rated,movie_447
user_262,rated,movie_223
user_181,rated,movie_1334
user_214,rated,movie_137
user_92,rated,movie_747
user_188,rated,movie_96
user_58,rated,movie_173
user_244,rated,movie_154
user_134,rated,movie_879
user_298,rated,movie_625
user_254,rated,movie_230
user_230,rated,movie_138
user_16,rated,movie_209
user_151,rated,movie_835
user_181,rated,movie_1327
user_145,rated,movie_1248
user_200,rated,movie_588
user_248,rated,movie_257
user_297,rated,movie_432
user_312,rated,movie_133
user_151,rated,movie_12
user_110,rated,movie_568
user_305,rated,movie_483
user_141,rated,movie_258
user_44,rated,movie_240
user_186,rated,movie_263
user_214,rated,movie_213
user_233,rated,movie_208
user_104,rated,movie_287
user_312,rated,movie_153
user_1,rated,movie_222
user_206,rated,movie_323
user_230,rated,movie_419
user_56,rated,movie_450
user_94,rated,movie_651
user_205,rated,movie_316
user_14,rated,movie_174
user_268,rated,movie_790
user_276,rated,movie_1081
user_83,rated,movie_929
user_268,rated,movie_580
user_222,rated,movie_1041
user_279,rated,movie_89
user_5,rated,movie_424
user_112,rated,movie_331
user_296,rated,movie_429
user_18,rated,movie_202
user_13,rated,movie_868
user_87,rated,movie_210
user_10,rated,movie_285
user_181,rated,movie_328
user_23,rated,movie_463
user_253,rated,movie_746
user_234,rated,movie_228
user_299,rated,movie_1047
user_66,rated,movie_1
user_216,rated,movie_174
user_290,rated,movie_208
user_79,rated,movie_1161
user_264,rated,movie_448
user_4,rated,movie_303
user_144,rated,movie_831
user_138,rated,movie_517
user_64,rated,movie_433
user_5,rated,movie_1
user_276,rated,movie_357
user_62,rated,movie_433
user_239,rated,movie_475
user_293,rated,movie_166
user_130,rated,movie_234
user_264,rated,movie_70
user_208,rated,movie_197
user_24,rated,movie_763
user_279,rated,movie_1162
user_3,rated,movie_245
user_101,rated,movie_596
user_162,rated,movie_1019
user_223,rated,movie_908
user_99,rated,movie_246
user_239,rated,movie_430
user_160,rated,movie_160
user_172,rated,movie_580
user_303,rated,movie_1160
user_54,rated,movie_676
user_44,rated,movie_507
user_210,rated,movie_97
user_164,rated,movie_930
user_299,rated,movie_240
user_28,rated,movie_217
user_305,rated,movie_79
user_18,rated,movie_729
user_82,rated,movie_343
user_109,rated,movie_1012
user_207,rated,movie_25
user_92,rated,movie_1209
user_109,rated,movie_1
user_15,rated,movie_222
user_58,rated,movie_709
user_303,rated,movie_693
user_152,rated,movie_111
user_194,rated,movie_160
user_92,rated,movie_241
user_77,rated,movie_91
user_244,rated,movie_662
user_177,rated,movie_321
user_131,rated,movie_221
user_197,rated,movie_302
user_227,rated,movie_50
user_85,rated,movie_282
user_295,rated,movie_72
user_181,rated,movie_1
user_277,rated,movie_255
user_279,rated,movie_96
user_1,rated,movie_253
user_18,rated,movie_182
user_276,rated,movie_568
user_87,rated,movie_177
user_177,rated,movie_69
user_213,rated,movie_13
user_125,rated,movie_134
user_128,rated,movie_739
user_291,rated,movie_428
user_25,rated,movie_208
user_288,rated,movie_272
user_207,rated,movie_1350
user_271,rated,movie_56
user_5,rated,movie_363
user_274,rated,movie_748
user_70,rated,movie_419
user_311,rated,movie_559
user_151,rated,movie_919
user_199,rated,movie_268
user_201,rated,movie_209
user_99,rated,movie_274
user_11,rated,movie_740
user_59,rated,movie_77
user_184,rated,movie_277
user_222,rated,movie_88
user_38,rated,movie_161
user_59,rated,movie_418
user_104,rated,movie_300
user_298,rated,movie_1346
user_180,rated,movie_1119
user_7,rated,movie_674
user_121,rated,movie_14
user_268,rated,movie_1041
user_252,rated,movie_277
user_303,rated,movie_411
user_210,rated,movie_527
user_234,rated,movie_648
user_312,rated,movie_573
user_308,rated,movie_215
user_234,rated,movie_1397
user_75,rated,movie_546
user_117,rated,movie_15
user_246,rated,movie_239
user_64,rated,movie_516
user_85,rated,movie_187
user_239,rated,movie_81
user_59,rated,movie_54
user_256,rated,movie_220
user_216,rated,movie_196
user_203,rated,movie_282
user_13,rated,movie_195
user_144,rated,movie_153
user_100,rated,movie_268
user_210,rated,movie_274
user_94,rated,movie_471
user_13,rated,movie_807
user_125,rated,movie_657
user_65,rated,movie_1142
user_1,rated,movie_113
user_76,rated,movie_175
user_294,rated,movie_508
user_263,rated,movie_1451
user_294,rated,movie_930
user_121,rated,movie_117
user_85,rated,movie_13
user_303,rated,movie_426
user_212,rated,movie_180
user_6,rated,movie_492
user_181,rated,movie_240
user_279,rated,movie_746
user_303,rated,movie_1109
user_184,rated,movie_191
user_310,rated,movie_116
user_313,rated,movie_22
user_314,rated,movie_1150
user_13,rated,movie_121
user_43,rated,movie_5
user_58,rated,movie_214
user_215,rated,movie_164
user_62,rated,movie_288
user_280,rated,movie_127
user_161,rated,movie_898
user_11,rated,movie_723
user_94,rated,movie_218
user_35,rated,movie_243
user_311,rated,movie_566
user_48,rated,movie_680
user_85,rated,movie_604
user_288,rated,movie_527
user_184,rated,movie_514
user_151,rated,movie_929
user_90,rated,movie_690
user_11,rated,movie_38
user_104,rated,movie_1016
user_106,rated,movie_582
user_181,rated,movie_1010
user_37,rated,movie_117
user_276,rated,movie_845
user_22,rated,movie_258
user_70,rated,movie_82
user_5,rated,movie_98
user_308,rated,movie_95
user_60,rated,movie_208
user_270,rated,movie_778
user_243,rated,movie_208
user_92,rated,movie_540
user_81,rated,movie_280
user_293,rated,movie_412
user_200,rated,movie_478
user_13,rated,movie_308
user_56,rated,movie_184
user_116,rated,movie_250
user_295,rated,movie_172
user_63,rated,movie_1007
user_295,rated,movie_235
user_104,rated,movie_1010
user_156,rated,movie_641
user_269,rated,movie_1165
user_160,rated,movie_430
user_237,rated,movie_191
user_287,rated,movie_252
user_290,rated,movie_132
user_45,rated,movie_109
user_224,rated,movie_678
user_145,rated,movie_764
user_277,rated,movie_1011
user_65,rated,movie_100
user_272,rated,movie_1101
user_116,rated,movie_255
user_184,rated,movie_86
user_285,rated,movie_151
user_222,rated,movie_148
user_72,rated,movie_28
user_271,rated,movie_187
user_94,rated,movie_211
user_246,rated,movie_425
user_115,rated,movie_8
user_176,rated,movie_327
user_13,rated,movie_396
user_129,rated,movie_331
user_257,rated,movie_1260
user_95,rated,movie_1
user_147,rated,movie_904
user_151,rated,movie_58
user_184,rated,movie_660
user_311,rated,movie_386
user_105,rated,movie_268
user_158,rated,movie_510
user_34,rated,movie_312
user_72,rated,movie_427
user_263,rated,movie_416
user_94,rated,movie_1048
user_200,rated,movie_291
user_45,rated,movie_118
user_279,rated,movie_144
user_145,rated,movie_22
user_71,rated,movie_89
user_182,rated,movie_69
user_193,rated,movie_627
user_214,rated,movie_302
user_151,rated,movie_485
user_102,rated,movie_322
user_234,rated,movie_571
user_249,rated,movie_930
user_195,rated,movie_328
user_109,rated,movie_258
user_222,rated,movie_552
user_282,rated,movie_288
user_117,rated,movie_758
user_23,rated,movie_381
user_112,rated,movie_327
user_303,rated,movie_145
user_252,rated,movie_300
user_151,rated,movie_372
user_282,rated,movie_327
user_304,rated,movie_237
user_290,rated,movie_568
user_64,rated,movie_160
user_28,rated,movie_79
user_168,rated,movie_1278
user_265,rated,movie_471
user_18,rated,movie_113
user_83,rated,movie_82
user_90,rated,movie_499
user_234,rated,movie_1186
user_87,rated,movie_196
user_26,rated,movie_685
user_150,rated,movie_129
user_161,rated,movie_98
user_70,rated,movie_210
user_51,rated,movie_182
user_222,rated,movie_1057
user_92,rated,movie_176
user_204,rated,movie_216
user_164,rated,movie_685
user_57,rated,movie_682
user_184,rated,movie_207
user_60,rated,movie_403
user_92,rated,movie_180
user_43,rated,movie_204
user_222,rated,movie_1042
user_197,rated,movie_300
user_92,rated,movie_790
user_294,rated,movie_282
user_201,rated,movie_747
user_201,rated,movie_215
user_193,rated,movie_410
user_271,rated,movie_705
user_214,rated,movie_693
user_73,rated,movie_657
user_90,rated,movie_187
user_315,rated,movie_273
user_48,rated,movie_309
user_255,rated,movie_472
user_270,rated,movie_671
user_66,rated,movie_7
user_6,rated,movie_478
user_101,rated,movie_222
user_207,rated,movie_1046
user_144,rated,movie_182
user_85,rated,movie_83
user_102,rated,movie_625
user_158,rated,movie_770
user_297,rated,movie_588
user_90,rated,movie_507
user_271,rated,movie_482
user_130,rated,movie_901
user_178,rated,movie_276
user_90,rated,movie_245
user_181,rated,movie_1094
user_311,rated,movie_143
user_267,rated,movie_17
user_201,rated,movie_51
user_194,rated,movie_647
user_59,rated,movie_387
user_1,rated,movie_227
user_116,rated,movie_751
user_170,rated,movie_292
user_110,rated,movie_578
user_60,rated,movie_1021
user_287,rated,movie_347
user_197,rated,movie_55
user_38,rated,movie_679
user_195,rated,movie_1014
user_279,rated,movie_227
user_84,rated,movie_748
user_31,rated,movie_886
user_316,rated,movie_98
user_25,rated,movie_25
user_168,rated,movie_274
user_103,rated,movie_24
user_299,rated,movie_588
user_194,rated,movie_478
user_287,rated,movie_294
user_234,rated,movie_582
user_279,rated,movie_1048
user_87,rated,movie_9
user_181,rated,movie_408
user_279,rated,movie_1151
user_49,rated,movie_47
user_296,rated,movie_855
user_44,rated,movie_95
user_92,rated,movie_216
user_135,rated,movie_39
user_13,rated,movie_66
user_262,rated,movie_386
user_7,rated,movie_676
user_116,rated,movie_942
user_318,rated,movie_474
user_141,rated,movie_826
user_269,rated,movie_13
user_222,rated,movie_1044
user_82,rated,movie_455
user_279,rated,movie_254
user_42,rated,movie_685
user_145,rated,movie_1245
user_184,rated,movie_161
user_49,rated,movie_625
user_177,rated,movie_243
user_313,rated,movie_99
user_32,rated,movie_290
user_308,rated,movie_848
user_145,rated,movie_448
user_130,rated,movie_542
user_130,rated,movie_806
user_165,rated,movie_288
user_249,rated,movie_255
user_49,rated,movie_581
user_195,rated,movie_300
user_118,rated,movie_475
user_130,rated,movie_316
user_104,rated,movie_293
user_201,rated,movie_1229
user_142,rated,movie_82
user_119,rated,movie_718
user_303,rated,movie_94
user_99,rated,movie_50
user_306,rated,movie_14
user_92,rated,movie_709
user_227,rated,movie_295
user_3,rated,movie_337
user_94,rated,movie_820
user_59,rated,movie_1107
user_30,rated,movie_539
user_262,rated,movie_821
user_6,rated,movie_508
user_311,rated,movie_716
user_268,rated,movie_364
user_262,rated,movie_553
user_214,rated,movie_275
user_16,rated,movie_56
user_262,rated,movie_293
user_293,rated,movie_132
user_62,rated,movie_132
user_94,rated,movie_346
user_13,rated,movie_59
user_240,rated,movie_313
user_102,rated,movie_161
user_83,rated,movie_301
user_291,rated,movie_7
user_312,rated,movie_28
user_31,rated,movie_484
user_291,rated,movie_70
user_56,rated,movie_172
user_109,rated,movie_588
user_110,rated,movie_1246
user_59,rated,movie_429
user_246,rated,movie_1218
user_65,rated,movie_196
user_24,rated,movie_367
user_92,rated,movie_115
user_308,rated,movie_741
user_301,rated,movie_660
user_214,rated,movie_1129
user_158,rated,movie_241
user_269,rated,movie_674
user_308,rated,movie_493
user_32,rated,movie_151
user_224,rated,movie_191
user_215,rated,movie_423
user_32,rated,movie_1012
user_154,rated,movie_289
user_201,rated,movie_509
user_85,rated,movie_298
user_180,rated,movie_68
user_184,rated,movie_36
user_188,rated,movie_218
user_305,rated,movie_11
user_144,rated,movie_508
user_73,rated,movie_94
user_194,rated,movie_205
user_177,rated,movie_203
user_276,rated,movie_273
user_198,rated,movie_7
user_108,rated,movie_290
user_189,rated,movie_197
user_73,rated,movie_56
user_172,rated,movie_462
user_120,rated,movie_546
user_101,rated,movie_471
user_5,rated,movie_102
user_26,rated,movie_235
user_268,rated,movie_1249
user_276,rated,movie_773
user_13,rated,movie_150
user_7,rated,movie_401
user_128,rated,movie_482
user_104,rated,movie_7
user_293,rated,movie_39
user_256,rated,movie_25
user_90,rated,movie_821
user_275,rated,movie_69
user_22,rated,movie_510
user_312,rated,movie_494
user_207,rated,movie_192
user_264,rated,movie_504
user_137,rated,movie_687
user_185,rated,movie_740
user_307,rated,movie_687
user_42,rated,movie_176
user_145,rated,movie_472
user_189,rated,movie_634
user_262,rated,movie_121
user_251,rated,movie_148
user_259,rated,movie_772
user_239,rated,movie_58
user_312,rated,movie_921
user_92,rated,movie_15
user_81,rated,movie_742
user_311,rated,movie_419
user_102,rated,movie_448
user_249,rated,movie_746
user_95,rated,movie_527
user_19,rated,movie_655
user_79,rated,movie_100
user_189,rated,movie_751
user_253,rated,movie_510
user_201,rated,movie_919
user_1,rated,movie_17
user_214,rated,movie_42
user_7,rated,movie_81
user_234,rated,movie_132
user_59,rated,movie_148
user_13,rated,movie_354
user_6,rated,movie_469
user_82,rated,movie_14
user_109,rated,movie_627
user_305,rated,movie_50
user_195,rated,movie_154
user_277,rated,movie_279
user_223,rated,movie_8
user_92,rated,movie_81
user_201,rated,movie_69
user_94,rated,movie_58
user_217,rated,movie_144
user_244,rated,movie_148
user_313,rated,movie_200
user_181,rated,movie_874
user_116,rated,movie_1216
user_303,rated,movie_433
user_117,rated,movie_151
user_221,rated,movie_327
user_46,rated,movie_307
user_91,rated,movie_28
user_151,rated,movie_317
user_64,rated,movie_176
user_90,rated,movie_553
user_116,rated,movie_271
user_291,rated,movie_1139
user_62,rated,movie_111
user_196,rated,movie_251
user_303,rated,movie_120
user_49,rated,movie_547
user_307,rated,movie_1022
user_303,rated,movie_176
user_286,rated,movie_154
user_291,rated,movie_501
user_235,rated,movie_87
user_254,rated,movie_379
user_276,rated,movie_157
user_135,rated,movie_1208
user_57,rated,movie_243
user_276,rated,movie_1157
user_7,rated,movie_576
user_250,rated,movie_404
user_318,rated,movie_768
user_234,rated,movie_808
user_289,rated,movie_282
user_87,rated,movie_1079
user_50,rated,movie_823
user_25,rated,movie_258
user_18,rated,movie_496
user_193,rated,movie_790
